You watch your mouth!,Louise Sawyer,by Susan Sarandon,in Thelma&Louise,1991
You get what you settle for.,Louise Sawyer,by Susan Sarandon,in Thelma&Louise,1991
That's putting it mildly.,Louise Sawyer,by Susan Sarandon,in Thelma&Louise,1991
I believe you do.,Louise Sawyer,by Susan Sarandon,in Thelma&Louise,1991
"Thelma, oh, goddamn, it's not okay!",Louise Sawyer,by Susan Sarandon,in Thelma&Louise,1991
"What'd you do, take some kinda pill that makes you say all the right stuff? ",Louise Sawyer,by Susan Sarandon,in Thelma&Louise,1991
"Oh man! You wouldn'ta believed it, it was like I was doing it all my life, nobody woulda believed it.",Thelma Dickerson,by Geena Davis,in Thelma&Louise,1991
May-be... may-be.,Thelma Dickerson,by Geena Davis,in Thelma&Louise,1991
Let's keep goin'!,Thelma Dickerson,by Geena Davis,in Thelma&Louise,1991
"Come on, Louise, don't blow it.",Thelma Dickerson,by Geena Davis,in Thelma&Louise,1991
Don't matter. Brains'll only get you so far and luck always runs out.,Hal Slocumb ,by Harvey Keitel,in Thelma&Louise,1991
"Everything a lie. Everything you hear, everything you see. ",First Sgt. Edward Welsh ,by Sean Penn,in The Thin Red Line,1998
"They want you dead, or in their lie... ",First Sgt. Edward Welsh ,by Sean Penn,in The Thin Red Line,1998
You're in a box. A moving box. ,First Sgt. Edward Welsh ,by Sean Penn,in The Thin Red Line,1998
Property. The whole fucking thing's about property.,First Sgt. Edward Welsh ,by Sean Penn,in The Thin Red Line,1998
Sounds like bliss.,First Sgt. Edward Welsh ,by Sean Penn,in The Thin Red Line,1998
"Well sir, I never asked myself that question.",Lt. Col. Gordon Tall ,by Nick Nolte,in The Thin Red Line,1998
"The closer you are to Caesar, the greater the fear.",Lt. Col. Gordon Tall ,by Nick Nolte,in The Thin Red Line,1998
"Look at this jungle. Look at those vines, the way they twine around, swallowing everything. Nature's cruel, Staros.",Lt. Col. Gordon Tall ,by Nick Nolte,in The Thin Red Line,1998
Maybe they wanna get into eh... Nirvana.,Pvt. Charlie Dale ,by Arie Verveen,in The Thin Red Line,1998
"The tough part is, uh... Not knowing if you're doing any good. That's the hard part.",Capt. James 'Bugger' ,by Staros Elias Koteas,in The Thin Red Line,1998
"You're scared, right?",Archie Gates ,by George Clooney,in Three Kings,1999
"You know you're on the path to truth when you smell shit, isn't that what they say?",Archie Gates ,by George Clooney,in Three Kings,1999
You're wrong.,Archie Gates ,by George Clooney,in Three Kings,1999
Maybe.,Conrad Vig ,by Spike Jonze,in Three Kings,1999
I don't know the answer! That's what I'm trying to find out!,Troy Barlow,by Mark Wahlberg ,in Three Kings,1999
Don't tell people that.,Conrad Vig,by Mark Wahlberg ,in Three Kings,1999
You don't fuckin' tell people that.,Adriana Cruz ,by Nora Dunn,in Three Kings,1999
"Talk to me, Goose.",Maverick ,by Tom Cruise,in Top Gun,1986
"I could tell you, but then I'd have to kill you.",Maverick ,by Tom Cruise,in Top Gun,1986
"You don't have time to think up there. If you think, you're dead.",Maverick ,by Tom Cruise,in Top Gun,1986
I guess not. ,Douglas Quaid,by Arnold Schwarzenegger,in Total Recall,1990
Consider that a divorce! ,Douglas Quaid ,by Arnold Schwarzenegger,in Total Recall,1990
Relax. You'll live longer.,Douglas Quaid,by Arnold Schwarzenegger,in Total Recall,1990
No wonder you're having nightmares. You're always watching the news.,Lori,by Sharon Stone  ,in Total Recall,1990
Your whole life is just a dream.,Lori,by Sharon Stone  ,in Total Recall,1990
"You have to make a decision, sir.",Richter,by Michael Ironside,in Total Recall,1990
"Don't fuck with your brain, pal. It ain't worth it. ",Harry,by Robert Costanzo,in Total Recall,1990
Don't do anything.,Vilos Cohaagen ,by Ronny Cox,in Total Recall,1990
"Never stop, never stop fighting till the fight is done.",Ness,by Kevin Costner,in The Untouchables,1987
Anything within the law.,Ness,by Kevin Costner,in The Untouchables,1987
"Well, the Lord hates a coward.",Malone,by Sean Connery,in The Untouchables,1987
Don't wait for it to happen. Don't even want it to happen. Just watch what does happen.,Malone,by Sean Connery,in The Untouchables,1987
All right! Enough of this running shit!,Malone,by Sean Connery,in The Untouchables,1987
You can get further with a kind word and a gun than you can with just a kind word.,Capone,by Robert De Niro,in The Untouchables,1987
It can only be attributable to human error.,HAL,by Douglas Rain,in 2001: A Space Odyssey,1968
Well let's get on with it.,Dave Bowman ,by Keir Dullea,in 2001: A Space Odyssey,1968
"Well, we'd be in very serious trouble.",Dave Bowman ,by Keir Dullea,in 2001: A Space Odyssey,1968
I'm afraid I agree with you.,Dave Bowman ,by Keir Dullea,in 2001: A Space Odyssey,1968
"I'm sorry, I'm simply not at liberty to say.",Dr. Floyd ,by William Sylvester,in 2001: A Space Odyssey,1968
You guys have really come up with somethin'.,Dr. Floyd ,by William Sylvester,in 2001: A Space Odyssey,1968
Let's go while the going's good.,Charlie Allnut,by Humphrey Bogart,in The African Queen,1951
Ain't a thing I can do about it.,Charlie Allnut,by Humphrey Bogart,in The African Queen,1951
"If you put your mind to it, you can accomplish anything.",Marty McFly,by Michael J. Fox,in Back to the Future,1985
How do you fight an idea?,Sextus,by Andr� Morell,in Ben-Hur,1959
It is not generous! ,Sheik Ilderim ,by Hugh Griffith,in Ben-Hur,1959
Do you dare play chess with me for her?,Hjalmar Poelzig ,by Boris Karloff,in The Black Cat,1934
It has been a good game.,Dr. Vitus Werdegast ,by Bela Lugosi,in The Black Cat,1934
"You give me powders, pills, baths, injections, enemas; when all I need is love.",Commander Shears ,by William Holden,in The Bridge on the River Kwai,1957
You couldn't be more wrong!,Commander Shears ,by William Holden,in The Bridge on the River Kwai,1957
Sounds a frightful bore.,Colonel Green,by Andr� Morell,in The Bridge on the River Kwai,1957
"As I've told you before, in a job like yours, even when it's finished, there's always one more thing to do.",Colonel Green,by Andr� Morell,in The Bridge on the River Kwai,1957
Just close your eyes and hold your breath and everything will turn real pretty.,Roy Neary ,by Richard Dreyfuss,in Close Encounters of the Third Kind,1977
You can't fool us by agreeing with us.,Roy Neary ,by Richard Dreyfuss,in Close Encounters of the Third Kind,1977
You can come and play now.,Barry Guiler ,by Cary Guffey,in Close Encounters of the Third Kind,1977
Clean everything up!,Barry Guiler ,by Cary Guffey,in Close Encounters of the Third Kind,1977
Sometimes you have to lose yourself 'fore you can find anything.,Lewis,by Burt Reynolds,in Deliverance,1972
Night has fallen. And there's nothin' we can do about it.,Ed ,by Jon Voight,in Deliverance,1972
"You know, sometimes I wonder about that.",Ed ,by Jon Voight,in Deliverance,1972
"Ah, just made it worse.",Big Daddy ,by Don Johnson,in Django Unchained,2012
"You silver tongued devil, you.",Dr. King Schultz ,by Christoph Waltz,in Django Unchained,2012
"Well, I'm afraid so!",Dr. King Schultz,by Christoph Waltz,in Django Unchained,2012
I'm curious what makes you so curious.,Django ,by Jamie Foxx,in Django Unchained,2012
You wanna hold my hand?,Django ,by Jamie Foxx,in Django Unchained,2012
Keep it funny!,Django ,by Jamie Foxx,in Django Unchained,2012
You're mad!,Sgt. Archibald Cutter ,by Cary Grant,in Gunga Din,1939
You ain't so stupid as you look. ,Sgt. 'Mac' MacChesney ,by Victor McLaglen,in Gunga Din,1939
Don't let it bother you.,Peter Warne ,by Clark Gable,in It Happened One Night,1934
You're doing alright.,Peter Warne ,by Clark Gable,in It Happened One Night,1934
QUIT BAWLING! QUIT BAWLING!,Peter Warne ,by Clark Gable,in It Happened One Night,1934
"Well, you don't have to lose your temper!",Ellie Andrews ,by Claudette Colbert,in It Happened One Night,1934
Your ego is absolutely colossal.,Ellie Andrews ,by Claudette Colbert,in It Happened One Night,1934
That's amazing.,Ellie Andrews ,by Claudette Colbert,in It Happened One Night,1934
It seems to me you're doing excellently without any assistance.,Ellie Andrews ,by Claudette Colbert,in It Happened One Night,1934
You're gonna need a bigger boat.,Brody,by Roy Scheider,in Jaws,1975
Smile you son of a BITCH.,Brody,by Roy Scheider,in Jaws,1975
Keep kicking.,Hooper ,by Richard Dreyfuss,in Jaws,1975
That makes a lot of sense.,Hooper ,by Richard Dreyfuss,in Jaws,1975
That is absolutely out of the question.,John Hammond ,by Richard Attenborough,in Jurassic Park,1993
Hold on to your butts.,Ray Arnold  ,by Samuel L. Jackson,in Jurassic Park,1993
"God help us, we're in the hands of engineers.",Dr. Ian Malcolm ,by Jeff Goldblum,in Jurassic Park,1993
"When you gotta go, you gotta go.",Dr. Ian Malcolm ,by Jeff Goldblum,in Jurassic Park,1993
Must go faster.,Dr. Ian Malcolm ,by Jeff Goldblum,in Jurassic Park,1993
That's to be expected.,General Allenby  ,by Jack Hawkins,in Lawrence of Arabia ,1962
Why not? It's usually best.,General Allenby  ,by Jack Hawkins,in Lawrence of Arabia ,1962
"No, something else.",T.E. Lawrence ,by Peter O'Toole,in Lawrence of Arabia ,1962
"Ah, well, we can't all be lion tamers.",T.E. Lawrence ,by Peter O'Toole,in Lawrence of Arabia ,1962
"Truly, for some men nothing is written unless THEY write it.",Sherif Ali ,by Omar Sharif,in Lawrence of Arabia ,1962
It is recognized that you have a funny sense of fun.,Mr. Dryden ,by Claude Rains,in Lawrence of Arabia ,1962
Faith is a house with many rooms.,Adult Pi Patel ,by Irrfan Khan,in Life of Pi,2012
"Yes, we will get there.",Adult Pi Patel ,by Irrfan Khan,in Life of Pi,2012
Above all: don't lose hope.,Pi Patel ,by Suraj Sharma ,in Life of Pi,2012
It is a lot to take in. To figure out what it all means.,Writer,by Rafe Spall,in Life of Pi,2012
Remember.,Mufasa's Ghost ,by James Earl Jones,in The Lion King,1994
"Oh yes, the past can hurt. But from the way I see it, you can either run from it, or... learn from it.",Rafiki,by Robert Guillaume,in The Lion King,1994
Didn't your mother ever tell you not to play with your food?,Zazu,by Rowan Atkinson,in The Lion King,1994
You can't do that!,Sarabi ,by Madge Sinclair,in The Lion King,1994
"Simba, I'm only brave when I have to be. Being brave doesn't mean you go looking for trouble.",Mufasa,by James Earl Jones,in The Lion King,1994
Tell them the truth!,Adult Simba,by Matthew Broderick,in The Lion King,1994
Don't ever do that again! ,Timon,by Nathan Lane,in The Lion King,1994
"Lady, have you got your lions crossed!",Timon,by Nathan Lane,in The Lion King,1994
"Well, you have to know these things when you're a king, you know.",King Arthur ,by Graham Chapman,in Monty Python and the Holy Grail,1975
A scratch? Your arm's off.,King Arthur ,by Graham Chapman,in Monty Python and the Holy Grail,1975
...You're a loony.,King Arthur ,by Graham Chapman,in Monty Python and the Holy Grail,1975
Oh shut up and go and change your armour.,King Arthur ,by Graham Chapman,in Monty Python and the Holy Grail,1975
What makes you think she's a witch?,Sir Bedevere ,by Terry Jones,in Monty Python and the Holy Grail,1975
"Come on, you pansy!",Black Knight ,by John Cleese,in Monty Python and the Holy Grail,1975
"If it's one thing I can't stand, it's people grovelling.",God,by Graham Chapman,in Monty Python and the Holy Grail,1975
"Well, let's not jump to conclusions.",Sir Lancelot ,by John Cleese,in Monty Python and the Holy Grail,1975
It's going to be a long night.,Eve Kendal ,by Eva Marie Saint,in North by Northwest,1959
You could always take a cold shower.,Eve Kendal ,by Eva Marie Saint,in North by Northwest,1959
"Well, you're a big boy now.",Eve Kendal ,by Eva Marie Saint,in North by Northwest,1959
I didn't realize you were an art collector. I thought you just collected corpses.,Roger Thornhill,by Cary Grant,in North by Northwest,1959
Sometimes the truth does taste like a mouthful of worms.,Leonard,by Martin Landau,in North by Northwest,1959
"Life is pain, Highness. Anyone who says differently is selling something.",Man in Black ,by Cary Elwes,in The Princess Bride,1987
Get used to disappointment.,Man in Black ,by Cary Elwes,in The Princess Bride,1987
Then make your choice.,Man in Black ,by Cary Elwes,in The Princess Bride,1987
Skip to the end.,Prince Humperdinck ,by Chris Sarandon,in The Princess Bride,1987
"Get some rest. If you haven't got your health, then you haven't got anything.",Count Rugen ,by Christopher Guest,in The Princess Bride,1987
"Fuckin' A, bubba. ",Gus Grissom ,by Fred Ward,in The Right Stuff,1983
"Wait a minute, wait a minute!",Gus Grissom ,by Fred Ward,in The Right Stuff,1983
That's right! Exactly! ,John Glenn ,by Ed Harris,in The Right Stuff,1983
"Well, that sounds easy enough.",Gordon Cooper ,by Dennis Quaid,in The Right Stuff,1983
"Yeah, well some women just have a problem with men, you know?",Gordon Cooper ,by Dennis Quaid,in The Right Stuff,1983
All I can suggest is that you get down on your knees and pray.,Reverend Mr. Carmichael ,by Lawrence Grant,in Shanghai Express,1932
You appear to be nervous. Sleep would do you more good.,Captain Donald 'Doc' Harvey ,by Clive Brook,in Shanghai Express,1932
"You only had my interest before, now you have my admiration.",Mr. Henry Chang ,by Warner Oland,in Shanghai Express,1932
"It happens sometimes. Friends come in and out of our lives, like busboys in a restaurant",The Writer ,by Richard Dreyfuss,in Stand by Me,1986
"You can do anything you want, man.",Gordie,by Wil Wheaton,in Stand by Me,1986
"What are you, cracked?",Teddy,by Corey Feldman,in Stand by Me,1986
"No, man. Don't say that. Don't even think that.",Chris,by River Phoenix,in Stand by Me,1986
"You know, the worst ain't so bad when it finally happens. ",Bob Curtin ,by Tim Holt,in The Treasure of the Sierra Madre,1948
Absolutely.,Bob Curtin,by Tim Holt,in The Treasure of the Sierra Madre,1948
"If I were you boys, I wouldn't talk or even think about women. T'aint good for your health.",Howard,by Walter Huston,in The Treasure of the Sierra Madre,1948
A heart is not judged by how much you love; but by how much you are loved by others.,Wizard of Oz ,by Frank Morgan,in The Wizard of Oz,1939
"As for you, my galvanized friend, you want a heart. You don't know how lucky you are not to have one. ",Wizard of Oz ,by Frank Morgan,in The Wizard of Oz,1939
Hearts will never be practical until they can be made unbreakable.,Wizard of Oz ,by Frank Morgan,in The Wizard of Oz,1939
Pay no attention to that man behind the curtain.,Wizard of Oz ,by Frank Morgan,in The Wizard of Oz,1939
"Toto, I've a feeling we're not in Kansas any more.",Dorothy,by Judy Garland,in The Wizard of Oz,1939
What would you do with a brain if you had one?,Dorothy,by Judy Garland,in The Wizard of Oz,1939
"No matter what you think you think, you think the same as I think.",Adam Bonner,by Spencer Tracy,in Adam�s Rib,1949
As if you didn't already know.,Kip Lurie,by David Wayne,in Adam�s Rib,1949
"Oh, for goodness sakes, get down off that crucifix. Someone needs the wood.",Felicia,by Guy Pearce,"in The Adventures of Priscilla, Queen of the Desert",1994
It's so funny you'll laugh so hard your lashes will curl all by themselves.,Felicia,by Guy Pearce,"in The Adventures of Priscilla, Queen of the Desert",1994
So... All dolled up and nowhere to go.,Felicia,by Guy Pearce,"in The Adventures of Priscilla, Queen of the Desert",1994
"Believe me, Bob, these days gentlemen are an endangered species. ",Bernadette,by Terence Stamp,"in The Adventures of Priscilla, Queen of the Desert",1994
I don't fuckin' know.,Mitzi,by Hugo Weaving,"in The Adventures of Priscilla, Queen of the Desert",1994
"Assumption, my dear Mitz, is the mother of all fuck-ups.",Marion,by Sarah Chadwick,"in The Adventures of Priscilla, Queen of the Desert",1994
Surely you can't be serious.,Ted Striker ,by Robert Hays,in Airplane,1980
"You're the most beautiful, exciting thing I've ever seen in my life and I don't know anything about you.",Curt Henderson ,by Richard Dreyfuss,in American Graffiti,1973
Rome wasn't burned in a night.,Joe ,by Bo Hopkins,in American Graffiti,1973
Don't say anything and we'll get along just fine.,Laurie Henderson ,by Cindy Williams,in American Graffiti,1973
Please don't cry.,Jack,by Griffin Dunne,in An American Werewolf in London,1981
Have you tried talking to a corpse? It's boring.,Jack,by Griffin Dunne,in An American Werewolf in London,1981
Could be a lot of things.,David,by David Naughton,in An American Werewolf in London,1981
"I don't know, I'll let you know the next full moon.",David,by David Naughton,in An American Werewolf in London,1981
"Sun is bad for you. Everything our parents said was good is bad. Sun, milk, red meat... college.",Alvy Singer ,by Woody Allen,in Annie Hall,1977
"Boy, if life were only like this!",Alvy Singer ,by Woody Allen,in Annie Hall,1977
"A relationship, I think, is like a shark. You know? It has to constantly move forward or it dies. ",Alvy Singer ,by Woody Allen,in Annie Hall,1977
What's the difference? It's all mental masturbation.,Alvy Singer ,by Woody Allen,in Annie Hall,1977
"I think, I think there's too much burden placed on the orgasm, you know, to make up for empty areas in life.",Alvy Singer ,by Woody Allen,in Annie Hall,1977
"Is it my imagination, or are you just going through the motions?",Alvy Singer ,by Woody Allen,in Annie Hall,1977
You're just upset. You must be getting your period.,Alvy Singer ,by Woody Allen,in Annie Hall,1977
Shut up and deal...,Fran Kubelik ,by Shirley MacLaine,in The Apartment,1960
"When you're in love with a married man, you shouldn't wear mascara.",Fran Kubelik ,by Shirley MacLaine,in The Apartment,1960
Now you're being bright.,J.D. Sheldrake ,by Fred MacMurray,in The Apartment,1960
No kidding.,Margie MacDougall ,by Hope Holiday,in The Apartment,1960
Why won't you talk?,Doris,by Penelope Ann Miller,in The Artist,2011
But things are the way you made them.,Jerry Warriner,by Cary Grant,in The Awful Truth,1937
"Well you should be, because you're wrong about things being different because they're not the same. ",Jerry Warriner,by Cary Grant,in The Awful Truth,1937
Are you sure you don't like that fella?,'Dan' Leeson ,by Ralph Bellamy,in The Awful Truth,1937
"That'll do, pig. That'll do.",Farmer Hoggett ,by James Cromwell,in Babe ,1995
"Oh, what's wrong, dear?",Mrs. Esme Hoggett ,by Magda Szubanski,in Babe ,1995
There must be kinder dispositions in far-off gentler lands.,Ferdinand ,by Danny Mann,in Babe ,1995
The only way you'll find happiness is to accept that the way things are is the way things are. ,Cow,by Charles Bartlett,in Babe ,1995
"Yeah, well, you shouldn't drink.",Marty McFly ,by Michael J. Fox,in Back to the Future,1985
It was meant to be.,Lorraine Baines ,by Lea Thompson,in Back to the Future,1985
"Oh, no you're not.",Tony Hunter ,by Fred Astaire,in The Band Wagon,1940
That's the point. Don't wait too long in life.,Egbert Sous� ,by W.C. Fields,in The Bank Detective,1940
"Don't be a luddy-duddy! Don't be a mooncalf! Don't be a jabbernowl! You're not those, are you?",Egbert Sous� ,by W.C. Fields,in The Bank Detective,1940
That's okay. I swear sometimes myself.,Egbert Sous� ,by W.C. Fields,in The Bank Detective,1940
"You listen to me, Og! There's nothing in this world that is perfect.",Egbert Sous� ,by W.C. Fields,in The Bank Detective,1940
You don't know how lucky you are being a monkey. Because consciousness is a terrible curse. ,Craig Schwartz ,by John Cusack,in Being John Malkovich,1999
"There is truth, and there are lies, and art always tells the truth. Even when it's lying.",Craig Schwartz ,by John Cusack,in Being John Malkovich,1999
I think maybe you're on to something.,Craig Schwartz ,by John Cusack,in Being John Malkovich,1999
"Truth is for suckers, Johnny Boy.",Charlie ,by Charlie Sheen,in Being John Malkovich,1999
"I admire your good, solid sense. That's precisely what we lack on Capitol Hill.","President ""Bobby"" ",by Jack Warden,in Being There,1979
This won't hurt a bit.,Doctor Allenby ,by Richard Dysart,in Being There,1979
A man's past cripples him. His background turns into a swamp and invites scrutiny.,Pallbearer ,by Terrence Currier,in Being There,1979
"You don't get it, do you? This is important!",Josh,by Tom Hanks,in Big ,1988
I'd use the chain if I were you.,Billy,by Jared Rushton,in Big ,1988
You're so analytical! Sometimes you just have to let art... flow... over you.,Nick,by William Hurt,in The Big Chill,1983
"Hey, it's a dead subject.",Nick,by William Hurt,in The Big Chill,1983
Puke first.,Michael,by Jeff Goldblum,in The Big Chill,1983
Everyone does everything just to get laid.,Michael,by Jeff Goldblum,in The Big Chill,1983
"Ohhh, we're telling the truth.",Karen,by JoBeth Williams,in The Big Chill,1983
I know this is hard but it's all beautiful.,Karen,by JoBeth Williams,in The Big Chill,1983
Why do we have to talk about that?,Sam Weber,by Tom Berenger,in The Big Chill,1983
"Oh no, don't do that, don't do that. If you shoot him, you'll just make him mad.",Jim,by Gene Wilder,in Blazing Saddles,1974
"Oh, I don't know. Play chess... screw... ",Jim,by Gene Wilder,in Blazing Saddles,1974
You watch your ass.,William J. Le Petomane ,by Mel Brooks,in Blazing Saddles,1974
Are you crazy? They'll never go for it. And then again they might. Those little red devils... they love toys!,William J. Le Petomane ,by Mel Brooks,in Blazing Saddles,1974
"We've gotta protect our phoney baloney jobs, gentlemen!",William J. Le Petomane ,by Mel Brooks,in Blazing Saddles,1974
"Well, let's play chess. ",Bart,by Cleavon Little,in Blazing Saddles,1974
"All right, you caught me. To speak the plain truth, it's getting pretty damn dull around here.",Bart,by Cleavon Little,in Blazing Saddles,1974
That might help.,Taggart ,by Slim Pickens,in Blazing Saddles,1974
It�s a strange world. Isn�t it?,Jeffrey Beaumont ,by Kyle MacLachlan,in Blue Velvet ,1986
There are opportunities in life for gaining knowledge and experience.,Jeffrey Beaumont ,by Kyle MacLachlan,in Blue Velvet ,1986
Sometimes it�s necessary to take a risk.,Jeffrey Beaumont ,by Kyle MacLachlan,in Blue Velvet ,1986
That�s kind of interesting.,Sandy Williams ,by Laura Dern,in Blue Velvet ,1986
You have a point there.,Sandy Williams ,by Laura Dern,in Blue Velvet ,1986
I don�t know if you�re a detective or a pervert.,Sandy Williams ,by Laura Dern,in Blue Velvet ,1986
So I guess it means� there is trouble till the robins come.,Sandy Williams ,by Laura Dern,in Blue Velvet ,1986
You are so fucking suave.,Frank Booth ,by Dennis Hopper,in Blue Velvet ,1986
"Hey, you wanna go for a ride?",Frank Booth ,by Dennis Hopper,in Blue Velvet ,1986
Behave yourself. Don�t blow it. ,Detective John Williams ,by George Dickerson,in Blue Velvet ,1986
"Listen, kid, we're all in it together.",Harry Tuttle ,by Robert De Niro,in Brazil,1985
I only know you got the wrong man.,Sam Lowry ,by Jonathan Pryce,in Brazil,1985
"Where'd you get this from, eh? Out yer nostril?",Spoor,by Bob Hoskins,in Brazil,1985
"All you've got to do is blow your nose and it's fixed, in't it?",Spoor,by Bob Hoskins,in Brazil,1985
"Because no matter where you run, you just end up running into yourself.",Paul Varjak ,by George Peppard,in Breakfast at Tiffany�s,1961
You're crazy.,Paul Varjak ,by George Peppard,in Breakfast at Tiffany�s,1961
So what.,Holly Golightly ,by Audrey Hepburn,in Breakfast at Tiffany�s,1961
You musn't give your heart to a wild thing. ,Holly Golightly ,by Audrey Hepburn,in Breakfast at Tiffany�s,1961
A girl can't read that sort of thing without her lipstick.,Holly Golightly ,by Audrey Hepburn,in Breakfast at Tiffany�s,1961
"Anyone who ever gave you confidence, you owe them a lot.",Holly Golightly ,by Audrey Hepburn,in Breakfast at Tiffany�s,1961
Ahh... Do I detect a look of disapproval in your eye?,Holly Golightly ,by Audrey Hepburn,in Breakfast at Tiffany�s,1961
"You could always tell what kind of a person a man thinks you are by the earrings he gives you. I must say, the mind reels.",Holly Golightly ,by Audrey Hepburn,in Breakfast at Tiffany�s,1961
You know what's gonna happen to you? I am gonna march you over to the zoo and feed you to the yak.,Mag Wildwood,by Dorothy Whitney,in Breakfast at Tiffany�s,1961
"We're all pretty bizarre. Some of us are just better at hiding it, that's all.",Andrew,by Emilio Estevez,in The Breakfast Club,1985
That's real intelligent.,Andrew,by Emilio Estevez,in The Breakfast Club,1985
Do you have any idea how completely gross that is?,Claire Standish ,by Molly Ringwald,in The Breakfast Club,1985
"You know, you look a lot better without all that black shit under your eyes.",Claire Standish ,by Molly Ringwald,in The Breakfast Club,1985
It's because you're afraid.,Claire Standish ,by Molly Ringwald,in The Breakfast Club,1985
"Screws fall out all the time, the world is an imperfect place.",John Bender ,by Judd Nelson,in The Breakfast Club,1985
"Being bad feels pretty good, huh?",John Bender ,by Judd Nelson,in The Breakfast Club,1985
You're kind of sexy when you're angry.,John Bender ,by Judd Nelson,in The Breakfast Club,1985
"No, you started it! Did you forget to take your Xanax this morning?",13-Year-Old Girl ,by Mia Rose Frampton,in Bridesmaids,2011
"Oh, I feel bad for your parents.",Annie,by Kristen Wiig,in Bridesmaids,2011
Really?,Rhodes ,by Chris O'Dowd,in Bridesmaids,2011
"You are more beautiful than Cinderella! You smell like pine needles, and have a face like sunshine!",Becca ,by Ellie Kemper,in Bridesmaids,2011
"Now, don't lose your temper.",Susan Vance ,by Katharine Hepburn,in Bringing up Baby,1938
After all the fun we've had?,Susan Vance ,by Katharine Hepburn,in Bringing up Baby,1938
"You're angry, aren't you?",Susan Vance ,by Katharine Hepburn,in Bringing up Baby,1938
That's a masterpiece of understatement.,David Huxley ,by Cary Grant,in Bringing up Baby,1938
I wouldn't dare give a reason for anything you do.,David Huxley ,by Cary Grant,in Bringing up Baby,1938
"It must be nice to always believe you know better, to always think you're the smartest person in the room.",Paul Moore ,by Peter Hackes,in Broadcast News,1987
"Now, if there's anything I can do for you...",Paul Moore ,by Peter Hackes,in Broadcast News,1987
"Wouldn't this be a great world if insecurity and desperation made us more attractive? If ""needy"" were a turn-on?",Aaron Altman ,by Albert Brooks,in Broadcast News,1987
Keep it to yourself.,Aaron Altman ,by Albert Brooks,in Broadcast News,1987
"Well, wait a minute, that changes everything!",Aaron Altman ,by Albert Brooks,in Broadcast News,1987
"Nothing like wrestling with a moral dilemma, is there?",Aaron Altman ,by Albert Brooks,in Broadcast News,1987
"Just what do you want from me anyway, permission to be a fake? Stop whining.",Jane Craig ,by Holly Hunter,in Broadcast News,1987
"Honey, you are a regular nuclear meltdown. You better cool off. ",Annie Savoy ,by Susan Sarandon,in Bull Durham,1988
Making love is like hitting a baseball: you just gotta relax and concentrate.,Annie Savoy ,by Susan Sarandon,in Bull Durham,1988
The world is made for people who aren't cursed with self awareness.,Annie Savoy ,by Susan Sarandon,in Bull Durham,1988
"Honey, we all deserve to wear white.",Annie Savoy ,by Susan Sarandon,in Bull Durham,1988
"Listen, sweetheart, you shouldn't listen to what a woman says when she's in the throes of passion. They say the darnedest things.",Annie Savoy ,by Susan Sarandon,in Bull Durham,1988
Mmmmm. How romantic.,Annie Savoy ,by Susan Sarandon,in Bull Durham,1988
"You're gonna have to learn your clich�s. You're gonna have to study them, you're gonna have to know them. They're your friends. ",Crash Davis ,by Kevin Costner,in Bull Durham,1988
"'Course it's boring, that's the point. Write it down.",Crash Davis ,by Kevin Costner,in Bull Durham,1998
"Think classy, you'll be classy.",Crash Davis ,by Kevin Costner,in Bull Durham,1998
We're dealing with a lot of shit.,Crash Davis ,by Kevin Costner,in Bull Durham,1998
I wouldn't dig in if I was you. Next one might be at your head. I don't know where it's gonna go. Swear to God.,Crash Davis ,by Kevin Costner,in Bull Durham,1998
Hopeless. This is utterly fucking hopeless.,Crash Davis ,by Kevin Costner,in Bull Durham,1998
That's... what I thought you said. Get in the car. Go on!,Mr. Parker ,by Darren McGavin,in A Christmas Story,1983
"No, you'll shoot your eye out.",Mrs. Parker ,by Melinda Dillon,in A Christmas Story,1983
Show me how the piggies eat. Be a good boy. Show mommy how the piggies eat.,Mrs. Parker ,by Melinda Dillon,in A Christmas Story,1983
"Another shot of mysterious, inexorable, official justice.",Ralphie as Adult ,by Jean Shepherd,in A Christmas Story,1983
"Yes, clearly, a little bribe never hurts.",Ralphie as Adult ,by Jean Shepherd,in A Christmas Story,1983
Be careful how you're driving.,The Tramp ,by Charles Chaplin,in City Lights,1931
And I hope it feels good.,Randal Graves ,by Jeff Anderson,in Clerks Dante ,1994
"I hope it feels so good to be right. There's nothing more exhilarating than pointing out the shortcomings of others, is there?",Randal Graves ,by Jeff Anderson,in Clerks Dante ,1994
"Have some chips, you'll feel better.",Randal Graves ,by Jeff Anderson,in Clerks Dante ,1994
You'll be missed.,Randal Graves ,by Jeff Anderson,in Clerks Dante ,1994
You're so repressed.,Randal Graves ,by Jeff Anderson,in Clerks Dante ,1994
You're here of your own volition.,Randal Graves ,by Jeff Anderson,in Clerks Dante ,1994
Such a sordid state of affairs.,Caitlin Bree ,by Lisa Spoonauer,in Clerks Dante ,1994
"Oh, now, that's stretching it. You're not being asked to slay children or anything.",Caitlin Bree ,by Lisa Spoonauer,in Clerks Dante ,1994
You are a danger to both the dead and the living.,Dante Hicks ,by Brian O'Halloran,in Clerks Dante ,1994
You are a danger to both the dead and the living.,Dante Hicks ,by Brian O'Halloran,in Clerks Dante ,1994
"Well, there goes your social life.",Dionne ,by Stacey Dash,in Clueless ,1995
